dataSplit,label,Single_cells...Intensity.Spot.Fluorescein..FITC..Mean_mean,Single_cells...Intensity.Spot.DAPI.Mean_mean,Single_cells...FITC_dead.Profile.2.2_mean,Single_cells...Bacteria_CSA.Profile.2.2_mean,Single_cells...FITC_dead.Radial.Relative.Deviation_mean,Single_cells...Intensity.Spot.DAPI.StdDev_mean,Single_cells...FITC_dead.Profile.1.2_mean,Single_cells...Bacteria_CSA.Profile.1.2_mean,Single_cells...FITC_dead.Symmetry.15_mean,Single_cells...FITC_dead.Threshold.Compactness.50._mean,Single_cells...FITC_dead.Radial.Mean_mean,Single_cells...Bacteria_CSA.Symmetry.05_mean,Single_cells...FITC_dead.Threshold.Compactness.60._mean,Single_cells...FITC_dead.Symmetry.02_mean,Single_cells...Bacteria.DAPI.Threshold.Compactness.60._mean,Single_cells...FITC_dead.Symmetry.14_mean,Single_cells...Bacteria.DAPI.Symmetry.02_mean,Single_cells...FITC_dead.Symmetry.04_mean,Single_cells...FITC_dead.Symmetry.05_mean,Single_cells...Bacteria_CSA.Symmetry.03_mean,Single_cells...FITC_dead.Threshold.Compactness.40._mean,Single_cells...FITC_dead.Symmetry.12_mean,Single_cells...Bacteria_CSA.Threshold.Compactness.50._mean,Single_cells...Bacteria_CSA.Symmetry.15_mean,Single_cells...Bacteria_CSA.Threshold.Compactness.60._mean,Single_cells...Bacteria.DAPI.Symmetry.04_mean,Single_cells...Bacteria_CSA.Symmetry.13_mean,Single_cells...Spot.Roundness_mean,Single_cells...Bacteria_CSA.Symmetry.14_mean,Single_cells...Intensity.Spot.Fluorescein..FITC..StdDev_mean,Single_cells...bacteria.Ratio.Width.to.Length_mean,Single_cells...bacteria.Area..µm.._mean,Single_cells...Bacteria.DAPI.Symmetry.05_mean,Single_cells...Bacteria.DAPI.Symmetry.15_mean,Single_cells...bacteria.Width..µm._mean,Single_cells...Bacteria.DAPI.Threshold.Compactness.30._mean,Single_cells...Bacteria.DAPI.Threshold.Compactness.50._mean,Single_cells...Bacteria.DAPI.Profile.2.2_mean,Single_cells...Bacteria_CSA.Threshold.Compactness.30._mean,Single_cells...Bacteria_CSA.Axial.Length.Ratio_mean,Single_cells...FITC_dead.Axial.Small.Length_mean,Single_cells...FITC_dead.Axial.Length.Ratio_mean,Single_cells...bacteria.Roundness_mean,Single_cells...Bacteria_CSA.Threshold.Compactness.40._mean,Single_cells...Bacteria_CSA.Symmetry.04_mean,Single_cells...Spot.Area..µm.._mean,Single_cells...Bacteria.DAPI.Symmetry.13_mean,Single_cells...Bacteria.DAPI.Threshold.Compactness.40._mean,Single_cells...Bacteria.DAPI.Axial.Small.Length_mean,Single_cells...Bacteria.DAPI.Radial.Mean_mean,Single_cells...Bacteria.DAPI.Radial.Relative.Deviation_mean,Single_cells...Bacteria.DAPI.Profile.1.2_mean,Single_cells...Bacteria_CSA.Symmetry.02_mean,Single_cells...Bacteria_CSA.Symmetry.12_mean,Single_cells...Bacteria_CSA.Radial.Mean_mean,Single_cells...Bacteria_CSA.Radial.Relative.Deviation_mean,Single_cells...FITC_dead.Symmetry.03_mean,Single_cells...FITC_dead.Symmetry.13_mean,Single_cells...Bacteria.DAPI.Axial.Length.Ratio_mean,Single_cells...Bacteria.DAPI.Symmetry.14_mean,Single_cells...bacteria.Length..µm._mean,Single_cells...Bacteria.DAPI.Symmetry.03_mean,Single_cells...Bacteria.DAPI.Symmetry.12_mean,Single_cells...Bacteria_CSA.Axial.Small.Length_mean,Single_cells...FITC_dead.Threshold.Compactness.30._mean
validation,Resistant,162.0949866,346.0688818,1.05600176,1.127218175,0.423655513,111.6207899,0.987875609,0.969910782,0.033649514,1.06152689,6.582967116,0.022537532,1.059678666,0.302448098,1.02008522,0.12761964,0.320605508,0.072078146,0.022706353,0.028925911,1.064285674,0.424343244,1.059634555,0.033967033,1.039151765,0.084269253,0.042598734,0.904554356,0.137050415,34.05425425,0.507569439,2.408535184,0.024327228,0.034599501,1.120973858,1.054801913,1.024765633,1.256057208,1.061307737,0.547460678,4.819923989,0.55790746,0.904554356,1.061177088,0.077835511,2.408535184,0.041803864,1.041132535,4.508757566,6.199330282,0.450545921,0.945381216,0.314603311,0.438297173,6.449879194,0.427718568,0.028649414,0.040269193,0.549283272,0.140247678,2.272135964,0.030570878,0.439254291,4.647636037,1.063919225
training,Susceptible,127.8607971,235.9805381,1.023305447,1.201483521,0.414079796,66.15757262,0.994920378,0.955146693,0.028257001,1.073108765,6.544512937,0.018620978,1.07266167,0.297326797,1.028320419,0.119849544,0.304308994,0.065423361,0.018916879,0.023398163,1.073967409,0.420956008,1.064615453,0.028088982,1.053266147,0.072345498,0.036058237,0.917666121,0.137599478,8.879744484,0.513392334,2.317170112,0.020147684,0.027308324,1.116379623,1.071319474,1.04537192,1.219005034,1.074452369,0.543605575,4.8204463,0.559407766,0.917666121,1.072771804,0.078779974,2.317170112,0.033651122,1.059279119,4.529904473,6.094053408,0.446366538,0.952211862,0.319003188,0.443183435,6.173730964,0.433052992,0.024618997,0.034761794,0.558583735,0.125177097,2.21221361,0.025640318,0.424581709,4.46964778,1.073985413
training,Susceptible,135.5741525,253.2224064,1.030789087,1.168221593,0.41570089,79.64819406,0.993337383,0.963655243,0.026557075,1.072389919,6.482270416,0.0183374,1.070348605,0.30204125,1.038584668,0.119570977,0.310981904,0.064885762,0.018460446,0.023269417,1.07290696,0.426243003,1.062389411,0.026834217,1.042332195,0.073805709,0.03434391,0.916204321,0.139496184,11.00040594,0.50949548,2.26704773,0.019533651,0.024800748,1.099560511,1.070144085,1.046696251,1.258033908,1.073247327,0.536946128,4.750671274,0.555353833,0.916204321,1.069690631,0.078537172,2.26704773,0.031249097,1.057410622,4.422354593,5.969090026,0.452460997,0.945105101,0.324746386,0.451093582,6.201601508,0.425060083,0.02349319,0.032684354,0.554551663,0.126367785,2.19459338,0.023875711,0.430600355,4.436015477,1.073242549
training,Susceptible,139.8173084,233.5966159,1.027296184,1.198814043,0.414263254,71.68035031,0.994103024,0.956438848,0.023827003,1.079048447,6.533980442,0.01654573,1.077110004,0.299873847,1.037601746,0.11482471,0.306526887,0.062024779,0.016827221,0.020658095,1.078446204,0.423284295,1.066968904,0.02386953,1.054323454,0.068937651,0.031374348,0.922296694,0.137029421,13.83219286,0.514759677,2.303330131,0.018398572,0.022640014,1.11191505,1.076426354,1.050908485,1.245165707,1.078364804,0.537734799,4.791379477,0.557907735,0.922296694,1.074023014,0.077378426,2.303330131,0.028976252,1.062319653,4.476992569,6.026800635,0.451298004,0.94645356,0.32426492,0.450440243,6.179486979,0.427939989,0.02191324,0.030391643,0.558547215,0.119553117,2.201535462,0.022997878,0.425551243,4.417216203,1.079166364
training,Susceptible,135.6735898,208.3252474,1.022420413,1.230013306,0.41253866,53.64881789,0.994987797,0.946923501,0.024444622,1.080355202,6.628291739,0.016786239,1.078956722,0.292081313,1.033063954,0.112807908,0.296987903,0.060915972,0.016706237,0.020809889,1.081151094,0.414664934,1.069319493,0.024365898,1.058046397,0.06574464,0.033125953,0.924354581,0.133823307,15.20302809,0.520917882,2.385525149,0.018179438,0.023977008,1.145331775,1.077457522,1.052111668,1.194891009,1.080093245,0.545770397,4.914931134,0.564201742,0.924354581,1.075796694,0.076845325,2.385525149,0.031123155,1.066159084,4.659905249,6.218707779,0.442409586,0.95560967,0.317027396,0.440615763,6.196628293,0.435135453,0.022453657,0.031960533,0.564514887,0.115950066,2.233304984,0.024142912,0.416473384,4.506887671,1.079272647
validation,Resistant,136.9573673,244.6071169,1.025653996,1.128735944,0.416392383,68.07985204,0.994257905,0.969488916,0.029002645,1.064643901,6.795781398,0.019606917,1.063209728,0.307992188,1.010835501,0.124117011,0.319911212,0.068715501,0.019723347,0.024185487,1.065418767,0.431771121,1.056426257,0.029049041,1.024222187,0.078196899,0.035398659,0.909745042,0.139071126,10.95068419,0.506156267,2.469903966,0.020986216,0.02820054,1.134604088,1.061841995,1.026867367,1.22856514,1.06501182,0.538028064,4.920406246,0.552002791,0.909745042,1.061928559,0.078589133,2.469903966,0.033817374,1.045249847,4.608759089,6.341944573,0.448135786,0.948577405,0.324118167,0.450039919,6.565477496,0.423413448,0.024387896,0.033968999,0.548911423,0.132403393,2.302226109,0.025883962,0.439206477,4.660145828,1.065718934
validation,Resistant,136.222573,243.3452911,1.026316864,1.15533066,0.417856454,65.70428053,0.993907216,0.962199357,0.032863211,1.060194818,6.938839537,0.021516619,1.060286997,0.309021021,0.993991791,0.129429178,0.321627769,0.072286043,0.022063819,0.026600694,1.060266685,0.433198703,1.05394149,0.032879413,1.035446233,0.081831068,0.040121253,0.905055631,0.141836191,14.93167301,0.503119819,2.588282698,0.022896814,0.03284219,1.155184664,1.055590961,1.012426295,1.21228529,1.059502892,0.538709675,5.011435886,0.550498978,0.905055631,1.057540412,0.080719671,2.588282698,0.038533723,1.037783143,4.712823416,6.520727196,0.446687322,0.950967495,0.323358855,0.448925637,6.640149352,0.430866457,0.027326807,0.038412826,0.545956498,0.138552138,2.365591779,0.028425957,0.442122804,4.728176598,1.060649191
validation,Resistant,127.6723007,221.3938399,1.021640464,1.161664799,0.416112571,56.0422254,0.994964434,0.961176294,0.033414787,1.062756858,6.880353455,0.021858434,1.062611639,0.305558341,0.991428353,0.125216853,0.316159937,0.069618705,0.022365906,0.028115257,1.062993763,0.429277629,1.055993087,0.033272111,1.036645692,0.077805275,0.041744991,0.907421115,0.137452837,8.993711343,0.506361963,2.540921993,0.022921125,0.032582533,1.151877206,1.05904233,1.015641527,1.191304988,1.062362722,0.54276014,5.003347245,0.553642418,0.907421115,1.059982973,0.077980151,2.540921993,0.039700757,1.043703197,4.732801531,6.493425566,0.442878873,0.955922842,0.319174377,0.443994603,6.554041748,0.431160895,0.028544299,0.040010716,0.550378288,0.132611218,2.333888762,0.029576338,0.436323597,4.709678846,1.062556641
validation,Resistant,132.3013794,226.9062302,1.022002395,1.129300637,0.415193931,60.47433096,0.9950269,0.96989177,0.029569681,1.065056563,6.7738236,0.020055562,1.065494782,0.307125571,1.004621474,0.12228651,0.315942676,0.067335632,0.020126058,0.024892151,1.066210564,0.430615265,1.056657362,0.030117355,1.023291826,0.075330462,0.036894193,0.910551848,0.136709213,8.335722909,0.507203529,2.442208115,0.02119029,0.028576846,1.130798717,1.06400376,1.023995297,1.213109047,1.066141456,0.539007929,4.908105211,0.552846891,0.910551848,1.062706521,0.076758049,2.442208115,0.033969564,1.048221229,4.618690855,6.332072944,0.446282547,0.952308598,0.322838284,0.44866703,6.529358265,0.423019898,0.024613331,0.034545268,0.551756379,0.128149439,2.289103187,0.025895457,0.435079825,4.643279677,1.065774613
training,Susceptible,137.3628373,217.4949006,1.021308505,1.194467159,0.414019852,57.08217397,0.995251567,0.956488714,0.024684654,1.072862113,6.642141676,0.017142593,1.071521003,0.301814632,1.029784303,0.117468293,0.306411612,0.063710889,0.017169513,0.021518896,1.07351826,0.425643044,1.062795684,0.024604185,1.050330157,0.069656761,0.031709047,0.917505992,0.141060362,13.45294417,0.510921426,2.363877806,0.01876758,0.024001898,1.119454671,1.070956298,1.04052095,1.209558463,1.073452739,0.535196039,4.852658841,0.556038452,0.917505992,1.068033369,0.080463726,2.363877806,0.030440475,1.055540443,4.576396138,6.192251676,0.447536736,0.953270062,0.328683343,0.454413333,6.291546746,0.427687131,0.022529843,0.031293924,0.556648758,0.12156879,2.238305957,0.023328939,0.426972025,4.471615735,1.073642293
training,Susceptible,127.404261,202.0971109,1.0168156,1.222727163,0.412767615,47.36312494,0.996050151,0.948580494,0.025148258,1.073985759,6.721021606,0.017629669,1.073771356,0.297209379,1.01470586,0.117305368,0.300834916,0.063823399,0.017247004,0.021565755,1.074074136,0.420876172,1.064239881,0.024572162,1.050926604,0.067947481,0.032687792,0.918547182,0.139810515,9.503354254,0.515178244,2.429457954,0.01830334,0.02438825,1.142751589,1.071804262,1.038844436,1.178676262,1.073893235,0.540547156,4.936481482,0.559317917,0.918547182,1.06997316,0.081237189,2.429457954,0.031353663,1.06125329,4.694166243,6.329902132,0.441509862,0.95887801,0.324133908,0.44785578,6.30005586,0.434260966,0.022969918,0.032352771,0.560007613,0.120024653,2.264491329,0.024072699,0.421819255,4.525231004,1.074081938
training,Susceptible,143.5555845,249.8970899,1.024415937,1.185456623,0.41418058,79.18384812,0.994723281,0.958960427,0.024043957,1.074167599,6.573683908,0.016915475,1.074954694,0.302137142,1.035204259,0.11843032,0.309750051,0.064365131,0.017025557,0.020547253,1.075156541,0.42646487,1.067640914,0.023681735,1.052783109,0.073133742,0.030197071,0.91886264,0.141279213,14.63080268,0.511900191,2.322077809,0.018602277,0.022738809,1.111945819,1.069547744,1.045930656,1.259295465,1.075382806,0.535098642,4.805034511,0.555298264,0.91886264,1.073348486,0.079919404,2.322077809,0.02905177,1.053976595,4.456026821,6.013173727,0.455448049,0.943326639,0.327565051,0.453916105,6.246197445,0.425633093,0.021771826,0.029890763,0.555310165,0.125141521,2.216924154,0.023781979,0.429490822,4.441514351,1.07532436
training,Susceptible,137.5764096,231.6088854,1.020488865,1.209667001,0.414347264,64.8590174,0.995211022,0.951628874,0.025885919,1.072121111,6.694318586,0.017909027,1.071646938,0.300013876,1.027878104,0.120874453,0.305738429,0.066220798,0.017815892,0.021391154,1.073444558,0.423997495,1.062262743,0.026264094,1.048344452,0.072039896,0.033667432,0.916990103,0.142735784,14.19690098,0.514166407,2.420243489,0.01987682,0.025082662,1.13785592,1.068460751,1.040733681,1.2173332,1.072748851,0.538497766,4.897294064,0.556872589,0.916990103,1.069131628,0.082503075,2.420243489,0.031888418,1.05058962,4.601361693,6.222992989,0.44907195,0.950885566,0.324816848,0.449739865,6.316084801,0.433150477,0.022847892,0.032529778,0.556877024,0.125263622,2.263762782,0.025488264,0.426461022,4.515433066,1.073365377
